                                    lz                                    | mp_code |                mp_name                |     mn_name      |      dc_name       |  pr_name   
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  976027 | Bodutulo                              | Lepele-Nkumpi    | Capricorn          | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  976072 | Bolahlakgomo                          | Lepele-Nkumpi    | Capricorn          | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  976032 | Bolopa                                | Lepele-Nkumpi    | Capricorn          | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  976081 | Byldrift                              | Lepele-Nkumpi    | Capricorn          | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  976050 | Dithabaneng                           | Lepele-Nkumpi    | Capricorn          | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  976005 | Ditholong                             | Lepele-Nkumpi    | Capricorn          | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  976079 | Droogte                               | Lepele-Nkumpi    | Capricorn          | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  976020 | Dublin                                | Lepele-Nkumpi    | Capricorn          | Limpopo
 59151 - ZALER: Central Limpopo cattle ranching                           |  976001 | Fertilis                              | Lepele-Nkumpi    | Capricorn          | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  976066 | Ga-Madisaleolo                        | Lepele-Nkumpi    | Capricorn          | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  976009 | Ga-Mafefe                             | Lepele-Nkumpi    | Capricorn          | Limpopo
 59151 - ZALER: Central Limpopo cattle ranching                           |  976003 | Ga-Mampa                              | Lepele-Nkumpi    | Capricorn          | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  976004 | Ga-Moila                              | Lepele-Nkumpi    | Capricorn          | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  976016 | GaMakgoba A                           | Lepele-Nkumpi    | Capricorn          | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  976033 | GaMakgoba B                           | Lepele-Nkumpi    | Capricorn          | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  976034 | GaMakgotho                            | Lepele-Nkumpi    | Capricorn          | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  976068 | GaMmamogwasa                          | Lepele-Nkumpi    | Capricorn          | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  976080 | GaMolapo                              | Lepele-Nkumpi    | Capricorn          | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  976030 | GaRakgoatha                           | Lepele-Nkumpi    | Capricorn          | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  976008 | Gemini                                | Lepele-Nkumpi    | Capricorn          | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  976023 | Geneva                                | Lepele-Nkumpi    | Capricorn          | Limpopo
 59151 - ZALER: Central Limpopo cattle ranching                           |  976054 | Hwelereng                             | Lepele-Nkumpi    | Capricorn          | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  976024 | Hwelesaneng                           | Lepele-Nkumpi    | Capricorn          | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  976086 | Kgwaripe                              | Lepele-Nkumpi    | Capricorn          | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  976084 | Khureng                               | Lepele-Nkumpi    | Capricorn          | Limpopo
 59203 - ZASLC: Southern Limpopo open access cattle and crops             |  976087 | Klipheuvel                            | Lepele-Nkumpi    | Capricorn          | Limpopo
 59802 - ZAUCO: Urban, commercial / mercantile                            |  976042 | Lebowakgomo                           | Lepele-Nkumpi    | Capricorn          | Limpopo
 59806 - ZAUIN: Urban, industrial / transport                             |  976042 | Lebowakgomo                           | Lepele-Nkumpi    | Capricorn          | Limpopo
 59831 - ZAUIS: Urban, residential, informal better serviced              |  976042 | Lebowakgomo                           | Lepele-Nkumpi    | Capricorn          | Limpopo
 59852 - ZAUUH: Urban, residential, municipal high-rise high unemployment |  976042 | Lebowakgomo                           | Lepele-Nkumpi    | Capricorn          | Limpopo
 59881 - ZAULM: Urban, residential, low-rise affluent and middle-income   |  976042 | Lebowakgomo                           | Lepele-Nkumpi    | Capricorn          | Limpopo
